"Tabela 10061 - Pessoas de 18 anos ou mais de idade, por nível de instrução, segundo os grupos de idade, o sexo e a cor ou raça"
"Variável - Pessoas de 18 anos ou mais de idade (Pessoas)"
"Município","Sexo","Cor ou raça","Ano x Nível de instrução x Grupo de idade"
"Município","Sexo","Cor ou raça","2022"
"Município","Sexo","Cor ou raça","Total","Sem instrução e fundamental incompleto","Fundamental completo e médio incompleto","Médio completo e superior incompleto","Superior completo"
"Município","Sexo","Cor ou raça","Total","Total","Total","Total","Total"
"Clementina (SP)","Total","Total","100.00","30.89","20.71","36.91","11.51"
"Clementina (SP)","Homens","Total","49.66","14.63","10.23","19.66","5.13"
"Clementina (SP)","Mulheres","Total","50.34","16.25","10.46","17.24","6.38"
"Colina (SP)","Total","Total","100.00","32.18","19.00","36.06","12.76"
"Colina (SP)","Homens","Total","48.11","16.18","9.39","17.68","4.86"
"Colina (SP)","Mulheres","Total","51.89","16.01","9.61","18.38","7.90"
"Colômbia (SP)","Total","Total","100.00","45.60","14.97","30.53","8.91"
"Colômbia (SP)","Homens","Total","49.97","24.16","8.00","14.18","3.63"
"Colômbia (SP)","Mulheres","Total","50.03","21.42","6.97","16.34","5.28"
"Conchal (SP)","Total","Total","100.00","38.65","16.05","34.08","11.22"
"Conchal (SP)","Homens","Total","49.09","19.62","7.66","17.25","4.55"
"Conchal (SP)","Mulheres","Total","50.92","19.04","8.39","16.83","6.66"
"Conchas (SP)","Total","Total","100.00","36.90","18.82","29.51","14.77"
"Conchas (SP)","Homens","Total","49.50","19.24","10.06","14.78","5.42"
"Conchas (SP)","Mulheres","Total","50.50","17.65","8.76","14.73","9.35"
"Cordeirópolis (SP)","Total","Total","100.00","30.91","17.64","36.85","14.61"
"Cordeirópolis (SP)","Homens","Total","48.80","15.23","9.36","18.52","5.69"
"Cordeirópolis (SP)","Mulheres","Total","51.20","15.68","8.28","18.32","8.92"
"Coroados (SP)","Total","Total","100.00","36.05","17.43","34.12","12.37"
"Coroados (SP)","Homens","Total","49.42","17.74","9.62","17.55","4.49"
"Coroados (SP)","Mulheres","Total","50.58","18.31","7.81","16.58","7.88"
"Coronel Macedo (SP)","Total","Total","100.00","45.78","11.85","33.14","9.23"
"Coronel Macedo (SP)","Homens","Total","50.12","22.71","7.16","17.01","3.24"
"Coronel Macedo (SP)","Mulheres","Total","49.88","23.07","4.69","16.09","6.00"
"Corumbataí (SP)","Total","Total","100.00","32.21","16.84","38.06","12.85"
"Corumbataí (SP)","Homens","Total","50.00","17.16","9.40","18.64","4.81"
"Corumbataí (SP)","Mulheres","Total","50.00","15.05","7.45","19.42","8.05"
"Cosmópolis (SP)","Total","Total","100.00","26.29","16.35","44.16","13.19"
"Cosmópolis (SP)","Homens","Total","48.41","11.84","8.12","22.63","5.81"
"Cosmópolis (SP)","Mulheres","Total","51.59","14.45","8.22","21.53","7.39"
"Cosmorama (SP)","Total","Total","100.00","44.02","15.58","30.37","10.03"
"Cosmorama (SP)","Homens","Total","49.03","22.96","8.02","14.46","3.59"
"Cosmorama (SP)","Mulheres","Total","50.97","21.06","7.56","15.91","6.44"
"Cotia (SP)","Total","Total","100.00","20.04","14.46","41.11","24.39"
"Cotia (SP)","Homens","Total","47.64","9.55","7.34","20.25","10.51"
"Cotia (SP)","Mulheres","Total","52.36","10.49","7.12","20.87","13.88"
"Cravinhos (SP)","Total","Total","100.00","31.38","17.39","37.32","13.91"
"Cravinhos (SP)","Homens","Total","48.84","15.46","10.08","17.81","5.48"
"Cravinhos (SP)","Mulheres","Total","51.17","15.92","7.31","19.50","8.43"
"Cristais Paulista (SP)","Total","Total","100.00","35.41","16.77","36.36","11.46"
"Cristais Paulista (SP)","Homens","Total","49.60","18.89","9.57","16.69","4.44"
"Cristais Paulista (SP)","Mulheres","Total","50.40","16.52","7.21","19.66","7.02"
"Cruzália (SP)","Total","Total","100.00","35.02","6.19","46.58","12.21"
"Cruzália (SP)","Homens","Total","48.23","17.10","3.77","23.58","3.77"
"Cruzália (SP)","Mulheres","Total","51.77","17.92","2.42","22.94","8.49"
"Cruzeiro (SP)","Total","Total","100.00","23.05","12.39","45.84","18.72"
"Cruzeiro (SP)","Homens","Total","47.39","10.06","5.87","23.31","8.16"
"Cruzeiro (SP)","Mulheres","Total","52.61","12.99","6.52","22.54","10.57"
"Cubatão (SP)","Total","Total","100.00","26.81","18.51","44.61","10.07"
"Cubatão (SP)","Homens","Total","47.11","12.68","9.28","21.25","3.90"
"Cubatão (SP)","Mulheres","Total","52.89","14.13","9.23","23.37","6.17"
"Cunha (SP)","Total","Total","100.00","48.58","13.12","28.03","10.27"
"Cunha (SP)","Homens","Total","50.26","25.85","7.14","13.81","3.47"
"Cunha (SP)","Mulheres","Total","49.74","22.74","5.98","14.22","6.81"
"Descalvado (SP)","Total","Total","100.00","30.74","15.85","35.95","17.45"
"Descalvado (SP)","Homens","Total","48.91","15.30","8.58","17.55","7.48"
"Descalvado (SP)","Mulheres","Total","51.09","15.44","7.27","18.40","9.97"
"Diadema (SP)","Total","Total","100.00","23.31","14.65","46.90","15.14"
"Diadema (SP)","Homens","Total","46.88","10.60","7.58","22.52","6.18"
"Diadema (SP)","Mulheres","Total","53.12","12.71","7.07","24.37","8.97"
"Dirce Reis (SP)","Total","Total","100.00","40.92","12.00","29.77","17.23"
"Dirce Reis (SP)","Homens","Total","49.46","20.69","7.38","14.92","6.46"
"Dirce Reis (SP)","Mulheres","Total","50.54","20.23","4.62","14.92","10.85"
"Divinolândia (SP)","Total","Total","100.00","43.41","15.27","28.84","12.50"
"Divinolândia (SP)","Homens","Total","49.19","23.68","9.42","12.79","3.31"
"Divinolândia (SP)","Mulheres","Total","50.81","19.73","5.85","16.04","9.19"
"Dobrada (SP)","Total","Total","100.00","32.21","14.04","44.66","9.11"
"Dobrada (SP)","Homens","Total","49.86","16.11","7.55","22.39","3.82"
"Dobrada (SP)","Mulheres","Total","50.14","16.10","6.49","22.27","5.29"
"Dois Córregos (SP)","Total","Total","100.00","35.40","17.60","35.96","11.03"
"Dois Córregos (SP)","Homens","Total","48.83","17.51","9.06","17.61","4.65"
"Dois Córregos (SP)","Mulheres","Total","51.17","17.90","8.54","18.35","6.38"
"Dolcinópolis (SP)","Total","Total","100.00","40.41","13.64","33.11","12.85"
"Dolcinópolis (SP)","Homens","Total","50.20","20.94","6.90","16.53","5.83"
"Dolcinópolis (SP)","Mulheres","Total","49.86","19.52","6.68","16.58","7.07"
"Dourado (SP)","Total","Total","100.00","37.01","11.34","40.18","11.47"
"Dourado (SP)","Homens","Total","48.91","18.32","5.57","20.23","4.81"
"Dourado (SP)","Mulheres","Total","51.09","18.69","5.77","19.95","6.67"
"Dracena (SP)","Total","Total","100.00","27.39","15.54","35.55","21.52"
"Dracena (SP)","Homens","Total","48.51","13.04","8.49","17.56","9.42"
"Dracena (SP)","Mulheres","Total","51.49","14.36","7.05","17.98","12.10"
"Duartina (SP)","Total","Total","100.00","38.01","12.61","35.97","13.40"
"Duartina (SP)","Homens","Total","48.77","18.13","6.97","18.23","5.45"
"Duartina (SP)","Mulheres","Total","51.23","19.89","5.64","17.75","7.96"
"Dumont (SP)","Total","Total","100.00","33.99","13.59","39.51","12.91"
"Dumont (SP)","Homens","Total","48.46","17.15","7.40","19.52","4.38"
"Dumont (SP)","Mulheres","Total","51.56","16.84","6.17","20.01","8.54"
"Echaporã (SP)","Total","Total","100.00","35.25","15.37","36.51","12.89"
"Echaporã (SP)","Homens","Total","48.65","17.43","8.27","18.90","4.05"
"Echaporã (SP)","Mulheres","Total","51.35","17.82","7.10","17.59","8.86"
"Eldorado (SP)","Total","Total","100.00","38.84","16.54","34.48","10.14"
"Eldorado (SP)","Homens","Total","49.98","20.76","9.06","16.85","3.32"
"Eldorado (SP)","Mulheres","Total","50.01","18.08","7.47","17.63","6.82"
"Elias Fausto (SP)","Total","Total","100.00","34.23","15.79","42.45","7.52"
"Elias Fausto (SP)","Homens","Total","49.64","17.64","8.37","20.59","3.04"
"Elias Fausto (SP)","Mulheres","Total","50.36","16.59","7.42","21.86","4.49"
"Elisiário (SP)","Total","Total","100.00","36.48","13.23","38.27","12.01"
"Elisiário (SP)","Homens","Total","50.94","17.39","7.13","21.70","4.68"
"Elisiário (SP)","Mulheres","Total","49.10","19.06","6.15","16.57","7.33"
"Embaúba (SP)","Total","Total","100.00","39.38","13.04","37.91","9.72"
"Embaúba (SP)","Homens","Total","50.03","20.26","6.68","20.15","2.93"
"Embaúba (SP)","Mulheres","Total","50.03","19.12","6.36","17.71","6.79"
"Embu das Artes (SP)","Total","Total","100.00","27.53","17.55","43.32","11.60"
"Embu das Artes (SP)","Homens","Total","46.99","13.21","9.01","20.50","4.27"
"Embu das Artes (SP)","Mulheres","Total","53.01","14.33","8.54","22.81","7.32"
"Embu-Guaçu (SP)","Total","Total","100.00","27.40","13.74","45.22","13.64"
"Embu-Guaçu (SP)","Homens","Total","48.68","14.23","7.34","21.92","5.19"
"Embu-Guaçu (SP)","Mulheres","Total","51.32","13.17","6.40","23.30","8.44"
"Emilianópolis (SP)","Total","Total","100.00","36.66","14.19","37.57","11.54"
"Emilianópolis (SP)","Homens","Total","49.52","18.25","8.40","18.82","4.01"
"Emilianópolis (SP)","Mulheres","Total","50.52","18.41","5.79","18.74","7.53"
"Engenheiro Coelho (SP)","Total","Total","100.00","31.00","12.39","39.13","17.47"
"Engenheiro Coelho (SP)","Homens","Total","49.60","15.87","6.87","19.58","7.27"
"Engenheiro Coelho (SP)","Mulheres","Total","50.40","15.13","5.52","19.55","10.21"
"Espírito Santo do Pinhal (SP)","Total","Total","100.00","31.22","16.22","34.12","18.43"
"Espírito Santo do Pinhal (SP)","Homens","Total","47.83","14.71","8.18","16.60","8.35"
"Espírito Santo do Pinhal (SP)","Mulheres","Total","52.17","16.51","8.04","17.52","10.09"
"Espírito Santo do Turvo (SP)","Total","Total","100.00","41.87","15.64","34.31","8.15"
"Espírito Santo do Turvo (SP)","Homens","Total","49.56","22.16","8.21","16.62","2.57"
"Espírito Santo do Turvo (SP)","Mulheres","Total","50.44","19.71","7.46","17.69","5.60"
"Estrela d'Oeste (SP)","Total","Total","100.00","34.31","15.34","36.69","13.65"
"Estrela d'Oeste (SP)","Homens","Total","50.52","17.35","8.49","19.68","5.02"
"Estrela d'Oeste (SP)","Mulheres","Total","49.48","16.96","6.85","17.03","8.65"
"Estrela do Norte (SP)","Total","Total","100.00","32.24","13.04","45.09","9.67"
"Estrela do Norte (SP)","Homens","Total","48.70","16.55","7.36","21.51","3.22"
"Estrela do Norte (SP)","Mulheres","Total","51.35","15.64","5.63","23.58","6.45"
"Euclides da Cunha Paulista (SP)","Total","Total","100.00","40.03","14.83","34.77","10.35"
"Euclides da Cunha Paulista (SP)","Homens","Total","47.82","19.94","8.38","16.02","3.49"
"Euclides da Cunha Paulista (SP)","Mulheres","Total","52.16","20.11","6.46","18.76","6.86"
"Fartura (SP)","Total","Total","100.00","38.06","15.61","31.88","14.44"
"Fartura (SP)","Homens","Total","48.41","19.04","7.84","16.41","5.12"
"Fartura (SP)","Mulheres","Total","51.59","19.03","7.78","15.47","9.33"
"Fernandópolis (SP)","Total","Total","100.00","28.58","14.58","33.70","23.15"
"Fernandópolis (SP)","Homens","Total","47.54","13.57","7.67","17.01","9.29"
"Fernandópolis (SP)","Mulheres","Total","52.46","15.01","6.91","16.69","13.85"
"Fernando Prestes (SP)","Total","Total","100.00","37.08","13.62","36.54","12.76"
"Fernando Prestes (SP)","Homens","Total","48.45","17.95","7.62","18.41","4.48"
"Fernando Prestes (SP)","Mulheres","Total","51.55","19.13","6.00","18.13","8.29"
"Fernão (SP)","Total","Total","100.00","43.10","12.85","35.19","8.86"
"Fernão (SP)","Homens","Total","50.31","22.18","7.52","17.08","3.53"
"Fernão (SP)","Mulheres","Total","49.76","20.92","5.33","18.10","5.33"
"Ferraz de Vasconcelos (SP)","Total","Total","100.00","27.37","16.55","45.22","10.85"
"Ferraz de Vasconcelos (SP)","Homens","Total","47.50","13.07","8.72","21.61","4.10"
"Ferraz de Vasconcelos (SP)","Mulheres","Total","52.50","14.30","7.83","23.62","6.75"
"Flora Rica (SP)","Total","Total","100.00","34.19","11.98","39.85","14.06"
"Flora Rica (SP)","Homens","Total","47.84","16.89","6.82","18.64","5.49"
"Flora Rica (SP)","Mulheres","Total","52.16","17.30","5.07","21.21","8.57"
"Floreal (SP)","Total","Total","100.00","34.24","15.40","32.00","18.40"
"Floreal (SP)","Homens","Total","47.84","14.74","8.98","16.77","7.35"
"Floreal (SP)","Mulheres","Total","52.16","19.50","6.43","15.23","11.05"
"Flórida Paulista (SP)","Total","Total","100.00","38.18","17.34","34.64","9.86"
"Flórida Paulista (SP)","Homens","Total","55.56","22.34","11.08","18.32","3.82"
"Flórida Paulista (SP)","Mulheres","Total","44.45","15.83","6.26","16.31","6.04"
"Florínea (SP)","Total","Total","100.00","40.20","20.22","30.35","9.24"
"Florínea (SP)","Homens","Total","66.55","28.01","17.52","17.28","3.77"
"Florínea (SP)","Mulheres","Total","33.45","12.18","2.73","13.07","5.46"
"Franca (SP)","Total","Total","100.00","24.69","16.69","40.67","17.95"
"Franca (SP)","Homens","Total","47.77","11.62","8.80","19.88","7.47"
"Franca (SP)","Mulheres","Total","52.23","13.08","7.89","20.79","10.47"
"Francisco Morato (SP)","Total","Total","100.00","31.60","19.50","42.50","6.40"
"Francisco Morato (SP)","Homens","Total","47.82","15.67","9.85","20.01","2.29"
"Francisco Morato (SP)","Mulheres","Total","52.18","15.93","9.65","22.49","4.11"
"Franco da Rocha (SP)","Total","Total","100.00","26.60","16.47","45.78","11.15"
"Franco da Rocha (SP)","Homens","Total","49.83","13.97","8.98","22.67","4.22"
"Franco da Rocha (SP)","Mulheres","Total","50.17","12.63","7.49","23.11","6.94"
"Gabriel Monteiro (SP)","Total","Total","100.00","31.45","12.40","40.54","15.61"
"Gabriel Monteiro (SP)","Homens","Total","49.37","14.93","6.88","21.95","5.61"
"Gabriel Monteiro (SP)","Mulheres","Total","50.63","16.52","5.52","18.60","10.00"
"Gália (SP)","Total","Total","100.00","42.78","14.02","30.91","12.29"
"Gália (SP)","Homens","Total","48.56","21.31","7.63","15.06","4.56"
"Gália (SP)","Mulheres","Total","51.44","21.49","6.39","15.85","7.73"
"Garça (SP)","Total","Total","100.00","29.64","12.21","40.26","17.89"
"Garça (SP)","Homens","Total","47.53","13.92","6.57","19.59","7.46"
"Garça (SP)","Mulheres","Total","52.47","15.72","5.64","20.67","10.43"
"Gastão Vidigal (SP)","Total","Total","100.00","44.85","11.40","30.33","13.43"
"Gastão Vidigal (SP)","Homens","Total","48.59","22.60","5.85","15.96","4.18"
"Gastão Vidigal (SP)","Mulheres","Total","51.37","22.21","5.54","14.36","9.25"
"Gavião Peixoto (SP)","Total","Total","100.00","37.84","13.62","37.90","10.63"
"Gavião Peixoto (SP)","Homens","Total","49.27","19.02","7.76","18.54","3.95"
"Gavião Peixoto (SP)","Mulheres","Total","50.73","18.82","5.86","19.36","6.68"
"General Salgado (SP)","Total","Total","100.00","34.47","16.08","31.42","18.03"
"General Salgado (SP)","Homens","Total","48.69","16.98","9.03","15.73","6.96"
"General Salgado (SP)","Mulheres","Total","51.31","17.50","7.05","15.69","11.06"
"Getulina (SP)","Total","Total","100.00","33.01","16.75","40.78","9.46"
"Getulina (SP)","Homens","Total","56.15","17.09","11.61","24.20","3.25"
"Getulina (SP)","Mulheres","Total","43.85","15.93","5.14","16.58","6.19"
"Glicério (SP)","Total","Total","100.00","40.39","17.90","30.10","11.57"
"Glicério (SP)","Homens","Total","48.19","20.90","8.92","14.29","4.09"
"Glicério (SP)","Mulheres","Total","51.81","19.49","8.98","15.81","7.52"
"Guaiçara (SP)","Total","Total","100.00","35.47","19.75","33.27","11.51"
"Guaiçara (SP)","Homens","Total","48.62","18.24","10.92","15.48","3.97"
"Guaiçara (SP)","Mulheres","Total","51.38","17.23","8.82","17.79","7.52"
"Guaimbê (SP)","Total","Total","100.00","42.13","16.55","31.86","9.44"
"Guaimbê (SP)","Homens","Total","49.17","21.10","9.20","15.69","3.20"
"Guaimbê (SP)","Mulheres","Total","50.83","21.03","7.35","16.19","6.26"
"Guaíra (SP)","Total","Total","100.00","37.53","14.95","32.67","14.85"
"Guaíra (SP)","Homens","Total","48.34","18.44","7.84","16.43","5.63"
"Guaíra (SP)","Mulheres","Total","51.66","19.10","7.11","16.24","9.22"
"Guapiaçu (SP)","Total","Total","100.00","33.37","20.70","33.24","12.68"
"Guapiaçu (SP)","Homens","Total","49.16","16.72","10.91","16.29","5.25"
"Guapiaçu (SP)","Mulheres","Total","50.84","16.66","9.79","16.95","7.44"
"Guapiara (SP)","Total","Total","100.00","46.96","12.52","35.25","5.28"
"Guapiara (SP)","Homens","Total","50.58","24.32","6.13","18.15","1.98"
"Guapiara (SP)","Mulheres","Total","49.42","22.65","6.38","17.09","3.30"
"Guará (SP)","Total","Total","100.00","38.08","12.02","37.21","12.69"
"Guará (SP)","Homens","Total","48.46","18.02","5.97","19.47","5.00"
"Guará (SP)","Mulheres","Total","51.54","20.06","6.05","17.74","7.70"
"Guaraçaí (SP)","Total","Total","100.00","38.65","14.39","34.37","12.59"
"Guaraçaí (SP)","Homens","Total","48.55","19.53","7.25","17.05","4.71"
"Guaraçaí (SP)","Mulheres","Total","51.45","19.12","7.14","17.30","7.89"
"Guaraci (SP)","Total","Total","100.00","32.35","14.08","37.90","15.67"
"Guaraci (SP)","Homens","Total","49.55","17.17","8.21","18.92","5.26"
"Guaraci (SP)","Mulheres","Total","50.45","15.18","5.87","18.98","10.40"
"Guarani d'Oeste (SP)","Total","Total","100.00","38.73","14.77","35.97","10.53"
"Guarani d'Oeste (SP)","Homens","Total","49.52","19.65","8.16","17.79","3.85"
"Guarani d'Oeste (SP)","Mulheres","Total","50.48","19.08","6.55","18.18","6.62"
"Guarantã (SP)","Total","Total","100.00","40.39","16.74","33.01","9.87"
"Guarantã (SP)","Homens","Total","49.03","20.35","8.94","16.06","3.67"
"Guarantã (SP)","Mulheres","Total","50.97","20.04","7.79","16.94","6.19"
"Guararapes (SP)","Total","Total","100.00","31.04","14.59","38.85","15.52"
"Guararapes (SP)","Homens","Total","48.44","15.32","6.79","19.81","6.52"
"Guararapes (SP)","Mulheres","Total","51.56","15.72","7.80","19.05","9.00"
"Guararema (SP)","Total","Total","100.00","27.46","13.67","41.33","17.54"
"Guararema (SP)","Homens","Total","48.38","13.67","7.10","19.99","7.63"
"Guararema (SP)","Mulheres","Total","51.62","13.79","6.57","21.34","9.92"
"Guaratinguetá (SP)","Total","Total","100.00","22.50","13.87","42.34","21.29"
"Guaratinguetá (SP)","Homens","Total","47.34","10.73","6.73","21.04","8.83"
"Guaratinguetá (SP)","Mulheres","Total","52.66","11.77","7.13","21.30","12.47"
"Guareí (SP)","Total","Total","100.00","45.18","18.13","29.55","7.13"
"Guareí (SP)","Homens","Total","62.19","29.72","12.87","16.79","2.82"
"Guareí (SP)","Mulheres","Total","37.81","15.47","5.27","12.76","4.31"
"Guariba (SP)","Total","Total","100.00","34.68","16.49","38.94","9.89"
"Guariba (SP)","Homens","Total","47.52","15.88","8.40","18.88","4.36"
"Guariba (SP)","Mulheres","Total","52.48","18.81","8.09","20.06","5.53"
"Guarujá (SP)","Total","Total","100.00","27.13","18.29","41.67","12.92"
"Guarujá (SP)","Homens","Total","47.11","13.11","9.07","19.73","5.20"
"Guarujá (SP)","Mulheres","Total","52.89","14.02","9.21","21.93","7.72"
"Guarulhos (SP)","Total","Total","100.00","24.33","14.69","42.71","18.27"
"Guarulhos (SP)","Homens","Total","47.18","11.40","7.38","20.63","7.78"
"Guarulhos (SP)","Mulheres","Total","52.82","12.93","7.31","22.09","10.49"
"Guatapará (SP)","Total","Total","100.00","36.68","15.18","38.22","9.90"
"Guatapará (SP)","Homens","Total","50.06","18.04","8.19","20.50","3.32"
"Guatapará (SP)","Mulheres","Total","49.94","18.63","7.01","17.72","6.58"
"Guzolândia (SP)","Total","Total","100.00","40.51","20.29","31.35","7.82"
"Guzolândia (SP)","Homens","Total","50.30","20.83","11.76","15.19","2.55"
"Guzolândia (SP)","Mulheres","Total","49.70","19.71","8.55","16.16","5.28"
"Herculândia (SP)","Total","Total","100.00","42.10","18.11","31.42","8.36"
"Herculândia (SP)","Homens","Total","49.05","21.25","9.89","16.03","1.88"
"Herculândia (SP)","Mulheres","Total","50.95","20.86","8.22","15.38","6.48"
"Holambra (SP)","Total","Total","100.00","26.29","12.72","36.86","24.14"
"Holambra (SP)","Homens","Total","48.69","12.80","7.01","18.98","9.90"
"Holambra (SP)","Mulheres","Total","51.31","13.48","5.71","17.88","14.24"
"Hortolândia (SP)","Total","Total","100.00","23.78","14.42","47.32","14.48"
"Hortolândia (SP)","Homens","Total","49.06","11.67","7.53","23.53","6.33"
"Hortolândia (SP)","Mulheres","Total","50.94","12.11","6.89","23.79","8.15"
"Iacanga (SP)","Total","Total","100.00","33.93","14.51","37.23","14.32"
"Iacanga (SP)","Homens","Total","48.82","16.96","7.71","18.73","5.43"
"Iacanga (SP)","Mulheres","Total","51.18","16.97","6.80","18.51","8.89"
"Iacri (SP)","Total","Total","100.00","40.73","15.56","29.88","13.81"
"Iacri (SP)","Homens","Total","48.87","20.42","7.85","15.09","5.48"
"Iacri (SP)","Mulheres","Total","51.11","20.30","7.69","14.80","8.33"
